dataset,sentenceid,sentence,category,sub_cat,polarity,aspect_term
14_rest_train,779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,,,negative,reservations
14_rest_train,779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,,,neutral,reservation
14_rest_train,579,We both opted for a pasta dish and they were served timely and fresh.,,,positive,served
14_rest_train,779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,,,negative,seating
14_rest_train,916,The food was average or above including some surprising tasty dishes.,,,positive,dishes
14_rest_train,2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,,,negative,specials
14_rest_train,2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,,,negative,ingredients
14_rest_train,2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,,,neutral,thai
14_rest_train,1066,Other apetizers and food,,,neutral,apetizers
14_rest_train,1066,Other apetizers and food,,,neutral,food
14_rest_train,127,The noodle and rices dishes taste great.,,,positive,noodle and rices dishes
14_rest_train,427,The food's as good as ever.,,,positive,food
14_rest_train,2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",,,positive,crust
14_rest_train,2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",,,positive,staff
14_rest_train,2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",,,positive,ingredients
14_rest_train,916,The food was average or above including some surprising tasty dishes.,,,positive,food
14_rest_train,1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",,,positive,dishes
14_rest_train,579,We both opted for a pasta dish and they were served timely and fresh.,,,positive,pasta dish
14_rest_train,1855,My husband and I enjoy Sangria.,,,positive,Sangria
14_rest_train,3241,But the main hit was the whole grilled fish.,,,positive,whole grilled fish
14_rest_train,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,,positive,tuna tartare
14_rest_train,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,,positive,sake
14_rest_train,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,,positive,mushroom ravioli
14_rest_train,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,,positive,pinot noir
14_rest_train,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,,positive,chocolate sampler
14_rest_train,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,,positive,dessert wine
14_rest_train,2570,On a hot day it was fabulous to stop in and enjoy lunch.,,,positive,lunch
14_rest_train,280,The food is delicious and beautifully prepared along with the friendly and personable service.,,,positive,food
14_rest_train,280,The food is delicious and beautifully prepared along with the friendly and personable service.,,,positive,service
14_rest_train,1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,,,negative,lines
14_rest_train,3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",,,positive,indian cuisine
14_rest_train,1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,,,negative,crowds
14_rest_train,610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,,,positive,shows
14_rest_train,610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,,,positive,food
14_rest_train,610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,,,positive,characters
14_rest_train,3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",,,negative,waiter
14_rest_train,3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",,,neutral,beers
14_rest_train,3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",,,negative,manager
14_rest_train,3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",,,positive,reservations
14_rest_train,2984,Wouldn't recomend it for dinner!,,,negative,dinner
14_rest_train,1429,Sauce was watery and the food didn't have much flavor.,,,negative,Sauce
14_rest_train,1429,Sauce was watery and the food didn't have much flavor.,,,negative,food
14_rest_train,1429,Sauce was watery and the food didn't have much flavor.,,,negative,flavor
14_rest_train,1729,Pizza here is consistently good.,,,positive,Pizza
14_rest_train,717,We won't go to this place again for a good meal.,,,negative,meal
14_rest_train,3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",,,negative,glass front
14_rest_train,3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",,,positive,door
14_rest_train,1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,,negative,menu
14_rest_train,1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,,positive,food art
14_rest_train,742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,,,positive,outdoor atmosphere
14_rest_train,1471,"A large is $20, and toppings are about $3 each.",,,neutral,toppings
14_rest_train,3352,brick oven gallery is My pick for best pizza restaurant anywhere.,,,positive,pizza
14_rest_train,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,,,positive,service
14_rest_train,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,,,positive,food
14_rest_train,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,,,positive,price
14_rest_train,3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",,,negative,Thai food
14_rest_train,2157,"Growing up in NY, I have eaten my share of bagels.",,,neutral,bagels
14_rest_train,3018,"Oh, don't even let me start with how expensive the bills were!",,,negative,bills
14_rest_train,1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,,,negative,food
14_rest_train,257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,,,neutral,scallion pancakes
14_rest_train,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",,,positive,appetizers
14_rest_train,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",,,positive,salads
14_rest_train,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",,,positive,steak
14_rest_train,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",,,positive,pasta
14_rest_train,2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",,,negative,table
14_rest_train,2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",,,negative,served
14_rest_train,2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",,,negative,dishes
14_rest_train,2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",,,negative,bill
14_rest_train,3292,Service is top notch.,,,positive,Service
14_rest_train,257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,,,neutral,fried dumplings
14_rest_train,3343,The food now is inconsistent.,,,negative,food
14_rest_train,1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,,negative,table
14_rest_train,1124,"Our waitress was sweet and accomodating, not overbearing.",,,positive,waitress
14_rest_train,1273,I love the fact that the pizza tastes so good and is so cheap.,,,positive,pizza
14_rest_train,590,Nicky the Nose at the bar is a treat.,,,neutral,bar
14_rest_train,179,"Service was prompt, friendly and great.",,,positive,Service
14_rest_train,109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",,,positive,lamb chop
14_rest_train,109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",,,positive,salads
14_rest_train,109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",,,positive,lemon
14_rest_train,109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",,,positive,extra virgnin olive oil
14_rest_train,339,The sushi was awful!,,,negative,sushi
14_rest_train,2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,,,positive,meal
14_rest_train,2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,,,positive,dishes
14_rest_train,499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",,,positive,Pastrami sandwich
14_rest_train,1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,,neutral,reservation sigh
14_rest_train,499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",,,positive,beer
14_rest_train,2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,,,negative,plain pizza
14_rest_train,2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,,,neutral,truffle oil
14_rest_train,2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,,,positive,wild mushroom(third generation-Fornini) pizza
14_rest_train,3701,"Late nite omelletes are not good here, there is no variety!",,,negative,omelletes
14_rest_train,3050,"After all that, they complained to me about the small tip.",,,negative,tip
14_rest_train,1185,It's a great place to pick up a cheap lunch or dinner.,,,positive,lunch
14_rest_train,1185,It's a great place to pick up a cheap lunch or dinner.,,,positive,dinner
14_rest_train,1555,"Behind this counter, two men are squeezed in.",,,negative,counter
14_rest_train,1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,,positive,fish
14_rest_train,1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,,positive,service
14_rest_train,1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,,positive,Sushi fix
14_rest_train,499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",,,positive,pickles
14_rest_train,3135,"You can also special order any kind of dumpling,etc.",,,positive,dumpling
14_rest_train,2018,I was pretty much full after our fondue appetizer.,,,neutral,fondue appetizer
14_rest_train,3551,BE CAREFUL before you request extra spice.,,,neutral,spice
14_rest_train,3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",,,positive,vegetarian-friendly choices
14_rest_train,83,Reasonable prices.,,,positive,prices
14_rest_train,2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,,,positive,amuse bouche
14_rest_train,2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,,,positive,dessert
14_rest_train,2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,,,positive,tables
14_rest_train,2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,,,positive,service
14_rest_train,2141,"Try the crunchy tuna, it is to die for.",,,positive,crunchy tuna
14_rest_train,1854,It won't break the bank but I also wouldnt come back for the food.,,,negative,food
14_rest_train,396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",,,positive,sushi
14_rest_train,614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,,positive,live entertainment
14_rest_train,614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,,positive,special effects
14_rest_train,3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",,,neutral,Meat dishes
14_rest_train,3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",,,positive,sushi
14_rest_train,2621,"No refills on fountain drinks, though.",,,negative,fountain drinks
14_rest_train,605,Wow over 100 beers to choose from.,,,positive,beers
14_rest_train,2017,Be careful of portions - they're HUGE.,,,positive,portions
14_rest_train,2974,"The Steak Tartare is a great bet, they fix it for you at the table.",,,positive,Steak Tartare
14_rest_train,2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,,,negative,Crab Croquette apt
14_rest_train,25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,,,positive,waiter
14_rest_train,520,Did I mention the wine?,,,neutral,wine
14_rest_train,3383,"Plus, on Wednesday nights the house wine is unlimited!",,,positive,house wine
14_rest_train,2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,,,negative,bread
14_rest_train,2386,The dim sum servings here are a bit larger than I'm used to.,,,neutral,dim sum servings
14_rest_train,3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",,,neutral,management
14_rest_train,284,Been going here since it opened have seen the quality value decrease considerably.,,,negative,quality value
14_rest_train,2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",,,positive,hosts
14_rest_train,2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",,,positive,owners
14_rest_train,2355,The octopus eaters were floored by the Octopus salad.,,,positive,Octopus salad
14_rest_train,3178,We thought that this place is using too much of MSG cooking in the foods.,,,negative,foods
14_rest_train,3178,We thought that this place is using too much of MSG cooking in the foods.,,,negative,MSG cooking
14_rest_train,2211,And the Tom Kha soup was pathetic.,,,negative,Tom Kha soup
14_rest_train,2317,I started out with a Bombay beer which was big enough for two.,,,positive,Bombay beer
14_rest_train,175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,,positive,decor
14_rest_train,175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,,positive,dining hall
14_rest_train,175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,,positive,semi-private boths
14_rest_train,1609,Service was quick.,,,positive,Service
14_rest_train,1057,Drawbacks: service is slow and they don't toast!,,,negative,service
14_rest_train,3188,Went there for an office lunch.,,,neutral,office lunch
14_rest_train,2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,,,positive,sweet lassi
14_rest_train,2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,,,positive,lamb chettinad
14_rest_train,2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,,,positive,garlic naan
14_rest_train,2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,,,negative,rasamalai
14_rest_train,1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",,,positive,bistro fare
14_rest_train,1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",,,positive,chef
14_rest_train,1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",,,positive,food
14_rest_train,2041,The best thing I tasted were the lambchops.,,,positive,lambchops
14_rest_train,1656,The spicy tuna and salmon are the best we've ever had.,,,positive,spicy tuna
14_rest_train,1656,The spicy tuna and salmon are the best we've ever had.,,,positive,salmon
14_rest_train,3440,"Even though its good seafood, the prices are too high.",,,positive,seafood
14_rest_train,3440,"Even though its good seafood, the prices are too high.",,,negative,prices
14_rest_train,870,"In addition, the food is very good and the prices are reasonable.",,,positive,food
14_rest_train,870,"In addition, the food is very good and the prices are reasonable.",,,positive,prices
14_rest_train,3169,Also a little more expensive than your average bagel place.,,,neutral,bagel
14_rest_train,3335,"the food was undercooked-the sauce watery, and the vegetables raw.",,,negative,food
14_rest_train,3335,"the food was undercooked-the sauce watery, and the vegetables raw.",,,negative,vegetables
14_rest_train,3335,"the food was undercooked-the sauce watery, and the vegetables raw.",,,negative,sauce
14_rest_train,1493,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",,,positive,owner
14_rest_train,1493,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",,,positive,pizza
14_rest_train,1014,The atmosphere is great!!!,,,positive,atmosphere
14_rest_train,953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,negative,food
14_rest_train,953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,negative,wait-staff
14_rest_train,953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,negative,service
14_rest_train,953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,negative,management
14_rest_train,953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,negative,diner
14_rest_train,405,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",,,positive,sea urchin
14_rest_train,3141,The service is a little scatty at times but all is forgiven when the food arrives.,,,negative,service
14_rest_train,3141,The service is a little scatty at times but all is forgiven when the food arrives.,,,positive,food
14_rest_train,700,"For the price, you cannot eat this well in Manhattan.",,,positive,price
14_rest_train,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,,negative,bruscetta
14_rest_train,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,,positive,dishes
14_rest_train,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,,positive,mix of greens
14_rest_train,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,,neutral,iceberg
14_rest_train,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,,positive,served
14_rest_train,729,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",,,neutral,atmosphere
14_rest_train,729,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",,,positive,prices
14_rest_train,487,The pickles were great addition.,,,positive,pickles
14_rest_train,1434,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",,,negative,General Tao chicken
14_rest_train,1434,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",,,neutral,Chinese food
14_rest_train,3410,You must try the shrimp appetizers.,,,positive,shrimp appetizers
14_rest_train,1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",,,positive,cuisine
14_rest_train,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,,positive,salads
14_rest_train,1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",,,positive,service
14_rest_train,285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",,,positive,service
14_rest_train,285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",,,negative,portions
14_rest_train,662,I always get the Shabu-Shabu dinner and the beef is always fresh.,,,positive,beef
14_rest_train,3599,The pizza was delivered cold and the cheese wasn't even fully melted!,,,negative,pizza
14_rest_train,3599,The pizza was delivered cold and the cheese wasn't even fully melted!,,,negative,cheese
14_rest_train,502,We were very surprised by how good the food was on our first visit here on a Sunday night.,,,positive,food
14_rest_train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,,negative,comfort
14_rest_train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,,negative,decor
14_rest_train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,,negative,wait staff
14_rest_train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,,negative,meals
14_rest_train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,,positive,pho
14_rest_train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,,positive,vegtables
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,neutral,service
14_rest_train,285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",,,negative,sauces
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,neutral,ambiance
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,negative,presentaion
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,negative,taste
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,negative,choice
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,negative,quality
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,negative,quantity
14_rest_train,1287,I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,,,positive,bar scene
14_rest_train,3626,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",,,positive,people
14_rest_train,3626,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",,,negative,pizza
14_rest_train,1094,The food is amazing!!!!,,,positive,food
14_rest_train,2881,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",,,positive,food
14_rest_train,2881,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",,,neutral,oil
14_rest_train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",,,negative,food
14_rest_train,1991,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",,,positive,food
14_rest_train,2035,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",,,negative,Waiters
14_rest_train,2035,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",,,negative,food portions
14_rest_train,408,The rice to fish ration was also good--they didn't try to overpack the rice.,,,positive,rice
14_rest_train,3703,They used shredded cheese on top!,,,neutral,shredded cheese
14_rest_train,529,The food is great and they have a good selecion of wines at reasonable prices.,,,positive,food
14_rest_train,529,The food is great and they have a good selecion of wines at reasonable prices.,,,positive,selecion of wines
14_rest_train,529,The food is great and they have a good selecion of wines at reasonable prices.,,,positive,prices
14_rest_train,1677,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",,,positive,wait staff
14_rest_train,2554,I couldn't reccommend their Godmother pizza any higher.,,,positive,Godmother pizza
14_rest_train,1412,"I am not a vegetarian but, almost all the dishes were great.",,,positive,dishes
14_rest_train,2251,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,,,positive,thai cuisine
14_rest_train,991,"For the location, the prices are very reasonable.",,,positive,prices
14_rest_train,991,"For the location, the prices are very reasonable.",,,neutral,location
14_rest_train,408,The rice to fish ration was also good--they didn't try to overpack the rice.,,,positive,rice to fish ration
14_rest_train,2284,The food is okay and the prices here are mediocre.,,,neutral,food
14_rest_train,3531,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,,,negative,food
14_rest_train,2654,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,,,negative,crab cocktail
14_rest_train,2654,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,,,neutral,lime juice concoction
14_rest_train,2654,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,,,neutral,lime
14_rest_train,1869,I would like to return and try some of the other menu items when I don't have to rush off to a show.,,,positive,menu items
14_rest_train,550,"We have been to this place many times, and always have great food, wine, and service.",,,positive,food
14_rest_train,550,"We have been to this place many times, and always have great food, wine, and service.",,,positive,wine
14_rest_train,550,"We have been to this place many times, and always have great food, wine, and service.",,,positive,service
14_rest_train,3243,"Hopefully next time, I will save room for dessert.",,,neutral,dessert
14_rest_train,2316,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",,,positive,dinner
14_rest_train,486,The corned beef was tender and melted in my mouth.,,,positive,corned beef
14_rest_train,2284,The food is okay and the prices here are mediocre.,,,neutral,prices
14_rest_train,2544,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,,,negative,music
14_rest_train,2938,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",,,neutral,table
14_rest_train,2938,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",,,positive,server
14_rest_train,2035,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",,,neutral,drinks
14_rest_train,2035,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",,,negative,entree
14_rest_train,2294,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,,,positive,cold appetizer dishes
14_rest_train,1680,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",,,neutral,bar
14_rest_train,3605,"Interesting selection, good wines, service fine, fun decor.",,,positive,wines
14_rest_train,3605,"Interesting selection, good wines, service fine, fun decor.",,,positive,service
14_rest_train,3605,"Interesting selection, good wines, service fine, fun decor.",,,positive,decor
14_rest_train,1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,,,positive,reservation
14_rest_train,1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,,,neutral,drink
